date,holiday,country,iso
2018-01-29,Public Holiday,Afghanistan,AFG
2018-02-15,Liberation Day,Afghanistan,AFG
2018-02-28,Public Holiday,Afghanistan,AFG
2018-03-21,Nowrooz,Afghanistan,AFG
2018-03-22,Nowrooz Holiday,Afghanistan,AFG
2018-04-28,Mujahideen Victory Day,Afghanistan,AFG
2018-05-01,Labour Day,Afghanistan,AFG
2018-05-16,Ramadan,Afghanistan,AFG
2018-06-15,Eid al-Fitr,Afghanistan,AFG
2018-06-16,Eid al-Fitr,Afghanistan,AFG
2018-06-17,Eid al-Fitr,Afghanistan,AFG
2018-08-19,Independence Day,Afghanistan,AFG
2018-08-20,Day of Arafa,Afghanistan,AFG
2018-08-21,Eid Al Adha,Afghanistan,AFG
2018-08-22,Eid Al Adha Holiday,Afghanistan,AFG
2018-08-23,Eid Al Adha Holiday,Afghanistan,AFG
2018-09-20,Ashura,Afghanistan,AFG
2018-11-20,Birthday of the Prophet Muhammad,Afghanistan,AFG
2019-02-15,Liberation Day,Afghanistan,AFG
2019-03-21,Nowrooz,Afghanistan,AFG
2019-03-22,Nowrooz Holiday,Afghanistan,AFG
2019-04-28,Mujahideen Victory Day,Afghanistan,AFG
2019-04-28,Public Holiday,Afghanistan,AFG
2019-04-29,Public Holiday,Afghanistan,AFG
2019-04-30,Public Holiday,Afghanistan,AFG
2019-05-01,Labour Day,Afghanistan,AFG
2019-05-02,Public Holiday,Afghanistan,AFG
2019-05-06,Ramadan,Afghanistan,AFG
2019-06-04,Eid al-Fitr,Afghanistan,AFG
2019-06-05,Eid al-Fitr Holiday,Afghanistan,AFG
2019-06-06,Eid al-Fitr Holiday,Afghanistan,AFG
2019-08-10,Day of Arafa,Afghanistan,AFG
2019-08-11,Eid Al Adha,Afghanistan,AFG
2019-08-12,Eid Al Adha Holiday,Afghanistan,AFG
2019-08-13,Eid Al Adha Holiday,Afghanistan,AFG
2019-08-19,Independence Day,Afghanistan,AFG
2019-09-09,Massoud Day,Afghanistan,AFG
2019-09-10,Ashura,Afghanistan,AFG
2019-09-28,Public Holiday,Afghanistan,AFG
2019-11-10,Birthday of the Prophet Muhammad,Afghanistan,AFG
2020-02-15,Liberation Day,Afghanistan,AFG
2020-03-09,Presidential Inauguration,Afghanistan,AFG
2020-03-20,Nowrooz,Afghanistan,AFG
2020-03-21,Nowrooz Holiday,Afghanistan,AFG
2020-04-24,Ramadan,Afghanistan,AFG
2020-04-28,Mujahideen Victory Day,Afghanistan,AFG
2020-05-01,Labour Day,Afghanistan,AFG
2020-05-24,Eid al-Fitr,Afghanistan,AFG
2020-05-25,Eid al-Fitr Holiday,Afghanistan,AFG
2020-05-26,Eid al-Fitr Holiday,Afghanistan,AFG
2020-07-30,Day of Arafa,Afghanistan,AFG
2020-07-31,Eid Al Adha,Afghanistan,AFG
2020-08-01,Eid Al Adha Holiday,Afghanistan,AFG
2020-08-19,Independence Day,Afghanistan,AFG
2020-08-29,Ashura,Afghanistan,AFG
2020-09-09,Massoud Day,Afghanistan,AFG
2020-10-29,Birthday of the Prophet Muhammad,Afghanistan,AFG
2020-11-19,Public Holiday,Afghanistan,AFG
2021-02-15,Liberation Day,Afghanistan,AFG
2021-03-21,Nowrooz,Afghanistan,AFG
2021-03-22,Nowrooz Holiday,Afghanistan,AFG
2021-04-13,Ramadan,Afghanistan,AFG
2021-04-28,Mujahideen Victory Day,Afghanistan,AFG
2021-05-01,Labour Day,Afghanistan,AFG
2021-05-13,Eid al-Fitr,Afghanistan,AFG
2021-05-14,Eid al-Fitr Holiday,Afghanistan,AFG
2021-05-15,Eid al-Fitr Holiday,Afghanistan,AFG
2021-07-19,Day of Arafa,Afghanistan,AFG
2021-07-20,Eid Al Adha,Afghanistan,AFG
2021-07-21,Eid Al Adha Holiday,Afghanistan,AFG
2021-07-22,Eid Al Adha Holiday,Afghanistan,AFG
2021-08-18,Ashura,Afghanistan,AFG
2021-08-19,Independence Day,Afghanistan,AFG
2021-09-09,Massoud Day,Afghanistan,AFG
2021-10-19,Birthday of the Prophet Muhammad,Afghanistan,AFG
2022-02-15,Liberation Day,Afghanistan,AFG
2022-03-21,Nowrooz,Afghanistan,AFG
2022-03-22,Nowrooz Holiday,Afghanistan,AFG
2022-04-03,Ramadan,Afghanistan,AFG
2022-04-28,Mujahideen Victory Day,Afghanistan,AFG
2022-05-01,Labour Day,Afghanistan,AFG
2022-05-03,Eid al-Fitr,Afghanistan,AFG
2022-05-04,Eid al-Fitr Holiday,Afghanistan,AFG
2022-05-05,Eid al-Fitr Holiday,Afghanistan,AFG
2022-07-09,Day of Arafa,Afghanistan,AFG
2022-07-10,Eid Al Adha,Afghanistan,AFG
2022-07-11,Eid Al Adha Holiday,Afghanistan,AFG
2022-07-12,Eid Al Adha Holiday,Afghanistan,AFG
2022-08-08,Ashura,Afghanistan,AFG
2022-08-19,Independence Day,Afghanistan,AFG
2022-09-09,Massoud Day,Afghanistan,AFG
2022-10-09,Birthday of the Prophet Muhammad,Afghanistan,AFG
2016-01-01,New Year's Day,Albania,ALB
2016-01-02,New Year's Holiday,Albania,ALB
2016-01-04,New Year's Holiday,Albania,ALB
2016-03-14,Summer Day,Albania,ALB
2016-03-22,Nevruz,Albania,ALB
2016-03-27,Easter (Catholic),Albania,ALB
2016-05-01,Labour Day,Albania,ALB
2016-05-01,Orthodox Easter Day,Albania,ALB
2016-05-02,Labour Day,Albania,ALB
2016-07-05,Eid al-Fitr,Albania,ALB
2016-09-12,Eid Al Adha,Albania,ALB
2016-10-19,Saint Teresa Canonisation Day,Albania,ALB
2016-11-28,Independence Day,Albania,ALB
2016-11-29,Liberation Day,Albania,ALB
2016-12-08,National Youth Day,Albania,ALB
2016-12-26,Christmas Day (in lieu),Albania,ALB
2017-01-01,New Year's Day,Albania,ALB
2017-01-02,New Year's Holiday (in lieu),Albania,ALB
2017-03-14,Summer Day,Albania,ALB
2017-03-21,Nevruz,Albania,ALB
2017-04-16,Easter (Catholic),Albania,ALB
2017-04-16,Orthodox Easter Day,Albania,ALB
2017-05-01,Labour Day,Albania,ALB
2017-06-25,Eid al-Fitr,Albania,ALB
2017-09-01,Eid Al Adha,Albania,ALB
2017-10-19,Saint Teresa Canonisation Day,Albania,ALB
2017-11-28,Independence Day,Albania,ALB
2017-11-29,Liberation Day,Albania,ALB
2017-12-08,National Youth Day,Albania,ALB
2017-12-25,Christmas Day,Albania,ALB
2018-01-01,New Year's Day,Albania,ALB
2018-01-02,New Year's Holiday,Albania,ALB
2018-03-14,Summer Day,Albania,ALB
2018-03-22,Nevruz,Albania,ALB
2018-04-01,Easter (Catholic),Albania,ALB
2018-04-08,Orthodox Easter Day,Albania,ALB
2018-05-01,Labour Day,Albania,ALB
2018-06-15,Eid al-Fitr,Albania,ALB
2018-08-21,Eid Al Adha,Albania,ALB
2018-09-05,Saint Teresa Canonisation Day,Albania,ALB
2018-11-28,Independence Day,Albania,ALB
2018-11-29,Liberation Day,Albania,ALB
2018-12-08,National Youth Day,Albania,ALB
2018-12-25,Christmas Day,Albania,ALB
2019-01-01,New Year's Day,Albania,ALB
2019-01-02,Day after New Year's Day,Albania,ALB
2019-03-14,Summer Day,Albania,ALB
2019-03-21,Nevruz,Albania,ALB
2019-04-21,Easter (Catholic),Albania,ALB
2019-04-28,Orthodox Easter Day,Albania,ALB
2019-05-01,Labour Day,Albania,ALB
2019-06-05,Eid al-Fitr,Albania,ALB
2019-08-12,Eid Al Adha,Albania,ALB
2019-09-05,Saint Teresa Canonisation Day,Albania,ALB
2019-11-28,Independence Day,Albania,ALB
2019-11-29,Liberation Day,Albania,ALB
2019-12-08,Albanian National Youth Day,Albania,ALB
2019-12-09,Albanian National Youth Day (in lieu),Albania,ALB
2019-12-25,Christmas Day,Albania,ALB
2020-01-01,New Year's Day,Albania,ALB
2020-01-02,Day after New Year's Day,Albania,ALB
2020-03-14,Summer Day,Albania,ALB
2020-03-16,Summer Day (in lieu),Albania,ALB
2020-03-22,Nevruz,Albania,ALB
2020-04-12,Easter (Catholic),Albania,ALB
2020-04-19,Orthodox Easter Day,Albania,ALB
2020-05-01,Labour Day,Albania,ALB
2020-05-24,Eid al-Fitr,Albania,ALB
2020-07-31,Eid Al Adha,Albania,ALB
2020-09-05,Saint Teresa Canonisation Day,Albania,ALB
2020-11-28,Independence Day,Albania,ALB
2020-11-29,Liberation Day,Albania,ALB
2020-11-30,Independence Day (in lieu),Albania,ALB
2020-12-08,Albanian National Youth Day,Albania,ALB
2020-12-25,Christmas Day,Albania,ALB
2021-01-01,New Year's Day,Albania,ALB
2021-01-04,Day after New Year's Day (in lieu),Albania,ALB
2021-03-14,Summer Day,Albania,ALB
2021-03-15,Summer Day (in lieu),Albania,ALB
2021-03-21,Nevruz,Albania,ALB
2021-04-04,Easter (Catholic),Albania,ALB
2021-05-01,Labour Day,Albania,ALB
2021-05-02,Orthodox Easter Day,Albania,ALB
2021-05-13,Eid al-Fitr,Albania,ALB
2021-07-20,Eid Al Adha,Albania,ALB
2021-09-05,Saint Teresa Canonisation Day,Albania,ALB
2021-11-28,Independence Day,Albania,ALB
2021-11-29,Liberation Day,Albania,ALB
2021-12-08,Albanian National Youth Day,Albania,ALB
2021-12-25,Christmas Day,Albania,ALB
2022-01-01,New Year's Day,Albania,ALB
2022-01-02,Day after New Year's Day,Albania,ALB
2022-01-03,Day after New Year's Day (in lieu),Albania,ALB
2022-03-14,Summer Day,Albania,ALB
2022-03-21,Nevruz,Albania,ALB
2022-04-17,Easter (Catholic),Albania,ALB
2022-04-24,Orthodox Easter Day,Albania,ALB
2022-05-01,Labour Day,Albania,ALB
2022-05-02,Labour Day,Albania,ALB
2022-05-02,Labour Day (in lieu),Albania,ALB
2022-05-03,Eid al-Fitr,Albania,ALB
2022-07-10,Eid Al Adha,Albania,ALB
2022-09-05,Saint Teresa Canonisation Day,Albania,ALB
2022-11-28,Independence Day,Albania,ALB
2022-11-29,Liberation Day,Albania,ALB
2022-12-08,Albanian National Youth Day,Albania,ALB
2022-12-25,Christmas Day,Albania,ALB
2022-12-26,Christmas Day (in lieu),Albania,ALB
2016-01-01,New Year's Day,Algeria,DZA
2016-05-01,Labour Day,Algeria,DZA
2016-07-05,Independence Day,Algeria,DZA
2016-07-07,Eid-ul-Fitr,Algeria,DZA
2016-09-12,Eid Al Adha,Algeria,DZA
2016-10-02,Awal Muharram,Algeria,DZA
2016-10-11,Ashura,Algeria,DZA
2016-11-01,Anniversary of the Revolution,Algeria,DZA
2016-12-12,Mawlid,Algeria,DZA
2017-01-01,New Year's Day,Algeria,DZA
2017-05-01,Labour Day,Algeria,DZA
2017-06-26,Eid-ul-Fitr,Algeria,DZA
2017-07-05,Independence Day,Algeria,DZA
2017-09-01,Eid Al Adha,Algeria,DZA
2017-09-21,Awal Muharram,Algeria,DZA
2017-09-30,Ashura,Algeria,DZA
2017-11-01,Anniversary of the Revolution,Algeria,DZA
2017-11-30,Mawlid,Algeria,DZA
2018-01-01,New Year's Day,Algeria,DZA
2018-01-12,Yennayer,Algeria,DZA
2018-05-01,Labour Day,Algeria,DZA
2018-06-15,Eid-ul-Fitr,Algeria,DZA
2018-07-05,Independence Day,Algeria,DZA
2018-08-22,Eid Al Adha,Algeria,DZA
2018-09-11,Awal Muharram,Algeria,DZA
2018-09-20,Ashura,Algeria,DZA
2018-11-01,Anniversary of the Revolution,Algeria,DZA
2018-11-20,Mawlid,Algeria,DZA
2019-01-01,New Year's Day,Algeria,DZA
2019-01-12,Yennayer,Algeria,DZA
2019-05-01,Labour Day,Algeria,DZA
2019-06-05,Eid-ul-Fitr,Algeria,DZA
2019-07-05,Independence Day,Algeria,DZA
2019-08-12,Eid Al Adha,Algeria,DZA
2019-09-01,Awal Muharram,Algeria,DZA
2019-09-10,Ashura,Algeria,DZA
2019-11-01,Anniversary of the Revolution,Algeria,DZA
2019-11-10,Mawlid,Algeria,DZA
2019-12-12,Public Holiday,Algeria,DZA
2020-01-01,New Year's Day,Algeria,DZA
2020-01-12,Yennayer,Algeria,DZA
2020-02-22,Day of Fraternity and Cohesion,Algeria,DZA
2020-05-01,Labour Day,Algeria,DZA
2020-05-24,Eid-ul-Fitr,Algeria,DZA
2020-07-05,Independence Day,Algeria,DZA
2020-07-31,Eid Al Adha,Algeria,DZA
2020-08-20,Awal Muharram,Algeria,DZA
2020-08-29,Ashura,Algeria,DZA
2020-10-29,Mawlid,Algeria,DZA
2020-11-01,Anniversary of the Revolution,Algeria,DZA
2021-01-01,New Year's Day,Algeria,DZA
2021-01-12,Yennayer,Algeria,DZA
2021-02-22,Day of Fraternity and Cohesion,Algeria,DZA
2021-05-01,Labour Day,Algeria,DZA
2021-05-13,Eid-ul-Fitr,Algeria,DZA
2021-07-05,Independence Day,Algeria,DZA
2021-07-20,Eid Al Adha,Algeria,DZA
2021-08-10,Awal Muharram,Algeria,DZA
2021-08-19,Ashura,Algeria,DZA
2021-10-19,Mawlid,Algeria,DZA
2021-11-01,Anniversary of the Revolution,Algeria,DZA
2022-01-01,New Year's Day,Algeria,DZA
2022-01-12,Yennayer,Algeria,DZA
2022-02-22,Day of Fraternity and Cohesion,Algeria,DZA
2022-05-01,Labour Day,Algeria,DZA
2022-05-03,Eid-ul-Fitr,Algeria,DZA
2022-07-05,Independence Day,Algeria,DZA
2022-07-10,Eid Al Adha,Algeria,DZA
2022-07-30,Awal Muharram,Algeria,DZA
2022-08-07,Ashura,Algeria,DZA
2022-10-09,Mawlid,Algeria,DZA
2022-11-01,Anniversary of the Revolution,Algeria,DZA
2019-01-01,New Year's Day,American Samoa,ASM
2019-01-21,Martin Luther King Jr. Day,American Samoa,ASM
2019-02-18,President's Day,American Samoa,ASM
2019-04-17,American Samoa Flag Day,American Samoa,ASM
2019-04-19,Good Friday,American Samoa,ASM
2019-05-27,Memorial Day,American Samoa,ASM
2019-07-04,US Independence Day,American Samoa,ASM
2019-07-16,Manu’a Cession Day,American Samoa,ASM
2019-09-02,Labor Day,American Samoa,ASM
2019-10-13,White Sunday,American Samoa,ASM
2019-10-14,Columbus Day,American Samoa,ASM
2019-11-11,Veterans Day,American Samoa,ASM
2019-11-28,Thanksgiving,American Samoa,ASM
2019-12-25,Christmas Day,American Samoa,ASM
2020-01-01,New Year's Day,American Samoa,ASM
2020-01-20,Martin Luther King Jr. Day,American Samoa,ASM
2020-02-17,President's Day,American Samoa,ASM
2020-04-10,Good Friday,American Samoa,ASM
2020-04-17,American Samoa Flag Day,American Samoa,ASM
2020-05-25,Memorial Day,American Samoa,ASM
2020-07-03,US Independence Day (in lieu),American Samoa,ASM
2020-07-04,US Independence Day,American Samoa,ASM
2020-07-16,Manu’a Cession Day,American Samoa,ASM
2020-09-07,Labor Day,American Samoa,ASM
2020-10-11,White Sunday,American Samoa,ASM
2020-10-12,Columbus Day,American Samoa,ASM
2020-11-11,Veterans Day,American Samoa,ASM
2020-11-26,Thanksgiving,American Samoa,ASM
2020-12-25,Christmas Day,American Samoa,ASM
2021-01-01,New Year's Day,American Samoa,ASM
2021-01-18,Martin Luther King Jr. Day,American Samoa,ASM
2021-02-15,President's Day,American Samoa,ASM
2021-04-02,Good Friday,American Samoa,ASM
2021-04-16,American Samoa Flag Day (in lieu),American Samoa,ASM
2021-04-17,American Samoa Flag Day,American Samoa,ASM
2021-05-31,Memorial Day,American Samoa,ASM
2021-07-04,US Independence Day,American Samoa,ASM
2021-07-05,US Independence Day (in lieu),American Samoa,ASM
2021-07-16,Manu’a Cession Day,American Samoa,ASM
2021-09-06,Labor Day,American Samoa,ASM
2021-10-10,White Sunday,American Samoa,ASM
2021-10-11,Columbus Day,American Samoa,ASM
2021-11-11,Veterans Day,American Samoa,ASM
2021-11-25,Thanksgiving,American Samoa,ASM
2021-12-24,Christmas Day (in lieu),American Samoa,ASM
2021-12-25,Christmas Day,American Samoa,ASM
2021-12-31,New Year's Day (in lieu),American Samoa,ASM
2022-01-01,New Year's Day,American Samoa,ASM
2022-01-17,Martin Luther King Jr. Day,American Samoa,ASM
2022-02-21,President's Day,American Samoa,ASM
2022-04-15,Good Friday,American Samoa,ASM
2022-04-17,American Samoa Flag Day,American Samoa,ASM
2022-04-18,American Samoa Flag Day (in lieu),American Samoa,ASM
2022-05-30,Memorial Day,American Samoa,ASM
2022-07-04,US Independence Day,American Samoa,ASM
2022-07-15,Manu’a Cession Day (in lieu),American Samoa,ASM
2022-07-16,Manu’a Cession Day,American Samoa,ASM
2022-09-05,Labor Day,American Samoa,ASM
2022-10-09,White Sunday,American Samoa,ASM
2022-10-10,Columbus Day,American Samoa,ASM
2022-11-11,Veterans Day,American Samoa,ASM
2022-11-24,Thanksgiving,American Samoa,ASM
2022-12-25,Christmas Day,American Samoa,ASM
2022-12-26,Christmas Day (in lieu),American Samoa,ASM
2018-01-01,New Year's Day,Andorra,AND
2018-01-06,Epiphany,Andorra,AND
2018-02-12,Carnival,Andorra,AND
2018-03-14,Constitution Day,Andorra,AND
2018-03-30,Good Friday,Andorra,AND
2018-04-02,Easter Monday,Andorra,AND
2018-05-01,Labour Day,Andorra,AND
2018-05-21,Whit Monday,Andorra,AND
2018-08-15,Assumption Day,Andorra,AND
2018-09-08,Meritxell Day,Andorra,AND
2018-11-01,All Saints' Day,Andorra,AND
2018-12-08,Immaculate Conception Day,Andorra,AND
2018-12-25,Christmas Day,Andorra,AND
2018-12-26,St. Stephen's Day,Andorra,AND
2019-01-01,New Year's Day,Andorra,AND
2019-01-06,Epiphany,Andorra,AND
2019-03-04,Carnival,Andorra,AND
2019-03-14,Constitution Day,Andorra,AND
2019-04-19,Good Friday,Andorra,AND
2019-04-22,Easter Monday,Andorra,AND
2019-05-01,Labour Day,Andorra,AND
2019-06-10,Whit Monday,Andorra,AND
2019-08-15,Assumption Day,Andorra,AND
2019-09-08,Meritxell Day,Andorra,AND
2019-11-01,All Saints' Day,Andorra,AND
2019-12-08,Immaculate Conception Day,Andorra,AND
2019-12-25,Christmas Day,Andorra,AND
2019-12-26,St. Stephen's Day,Andorra,AND
2020-01-01,New Year's Day,Andorra,AND
2020-01-06,Epiphany,Andorra,AND
2020-02-25,Carnival,Andorra,AND
2020-03-14,Constitution Day,Andorra,AND
2020-04-10,Good Friday,Andorra,AND
2020-04-13,Easter Monday,Andorra,AND
2020-05-01,Labour Day,Andorra,AND
2020-06-01,Whit Monday,Andorra,AND
2020-08-15,Assumption Day,Andorra,AND
2020-09-08,Meritxell Day,Andorra,AND
2020-11-01,All Saints' Day,Andorra,AND
2020-12-08,Immaculate Conception Day,Andorra,AND
2020-12-25,Christmas Day,Andorra,AND
2020-12-26,St. Stephen's Day,Andorra,AND
2021-01-01,New Year's Day,Andorra,AND
2021-01-06,Epiphany,Andorra,AND
2021-02-16,Carnival,Andorra,AND
2021-03-14,Constitution Day,Andorra,AND
2021-04-02,Good Friday,Andorra,AND
2021-04-05,Easter Monday,Andorra,AND
2021-05-01,Labour Day,Andorra,AND
2021-05-24,Whit Monday,Andorra,AND
2021-08-15,Assumption Day,Andorra,AND
2021-09-08,Meritxell Day,Andorra,AND
2021-11-01,All Saints' Day,Andorra,AND
2021-12-08,Immaculate Conception Day,Andorra,AND
2021-12-25,Christmas Day,Andorra,AND
2021-12-26,St. Stephen's Day,Andorra,AND
2022-01-01,New Year's Day,Andorra,AND
2022-01-06,Epiphany,Andorra,AND
2022-03-01,Carnival,Andorra,AND
2022-03-14,Constitution Day,Andorra,AND
2022-04-15,Good Friday,Andorra,AND
2022-04-18,Easter Monday,Andorra,AND
2022-05-01,Labour Day,Andorra,AND
2022-06-06,Whit Monday,Andorra,AND
2022-08-15,Assumption Day,Andorra,AND
2022-09-08,Meritxell Day,Andorra,AND
2022-11-01,All Saints' Day,Andorra,AND
2022-12-08,Immaculate Conception Day,Andorra,AND
2022-12-25,Christmas Day,Andorra,AND
2022-12-26,St. Stephen's Day,Andorra,AND
2016-01-01,New Year's Day,Angola,AGO
2016-02-04,Liberation Day,Angola,AGO
2016-02-09,Carnival Tuesday,Angola,AGO
2016-03-08,Women's Day,Angola,AGO
2016-03-25,Good Friday,Angola,AGO
2016-03-27,Easter Sunday,Angola,AGO
2016-04-04,Peace Day,Angola,AGO
2016-05-01,Labour Day,Angola,AGO
2016-09-17,National Heroes' Day,Angola,AGO
2016-11-02,All Souls' Day,Angola,AGO
2016-11-11,Independence Day,Angola,AGO
2016-12-25,Christmas Day and Family Day,Angola,AGO
2017-01-01,New Year's Day,Angola,AGO
2017-02-04,Liberation Day,Angola,AGO
2017-02-28,Carnival Tuesday,Angola,AGO
2017-03-08,Women's Day,Angola,AGO
2017-04-04,Peace Day,Angola,AGO
2017-04-14,Good Friday,Angola,AGO
2017-04-16,Easter Sunday,Angola,AGO
2017-05-01,Labour Day,Angola,AGO
2017-08-23,Angolan Public Holiday,Angola,AGO
2017-09-17,National Heroes' Day,Angola,AGO
2017-11-02,All Souls' Day,Angola,AGO
2017-11-11,Independence Day,Angola,AGO
2017-12-25,Christmas Day and Family Day,Angola,AGO
2018-01-01,New Year's Day,Angola,AGO
2018-02-04,Liberation Day Holiday,Angola,AGO
2018-02-04,Liberation Day,Angola,AGO
2018-02-13,Carnival Tuesday,Angola,AGO
2018-03-08,Women's Day,Angola,AGO
2018-03-30,Good Friday,Angola,AGO
2018-04-01,Easter Sunday,Angola,AGO
2018-04-04,Peace Day,Angola,AGO
2018-05-01,Labour Day,Angola,AGO
2018-09-17,National Heroes' Day,Angola,AGO
2018-11-02,All Souls' Day,Angola,AGO
2018-11-11,Independence Day (in lieu),Angola,AGO
2018-12-25,Christmas Day and Family Day,Angola,AGO
2019-01-01,New Year's Day,Angola,AGO
2019-02-04,Liberation Day,Angola,AGO
2019-03-05,Carnival Tuesday,Angola,AGO
2019-03-08,Women's Day,Angola,AGO
2019-04-04,Peace Day,Angola,AGO
2019-04-19,Good Friday,Angola,AGO
2019-04-21,Easter Sunday,Angola,AGO
2019-05-01,Labour Day,Angola,AGO
2019-09-17,National Heroes' Day,Angola,AGO
2019-11-02,All Souls' Day,Angola,AGO
2019-11-11,Independence Day,Angola,AGO
2019-12-25,Christmas Day and Family Day,Angola,AGO
2020-01-01,New Year's Day,Angola,AGO
2020-02-04,Liberation Day,Angola,AGO
2020-02-25,Carnival Tuesday,Angola,AGO
2020-03-09,Women's Day (in lieu),Angola,AGO
2020-04-04,Peace Day,Angola,AGO
2020-04-10,Good Friday,Angola,AGO
2020-04-12,Easter Sunday,Angola,AGO
2020-05-01,Labour Day,Angola,AGO
2020-09-17,National Heroes' Day,Angola,AGO
2020-09-18,National Heroes' Day Holiday,Angola,AGO
2020-11-02,All Souls' Day,Angola,AGO
2020-11-11,Independence Day,Angola,AGO
2020-12-25,Christmas Day and Family Day,Angola,AGO
2021-01-01,New Year's Day,Angola,AGO
2021-02-04,Liberation Day,Angola,AGO
2021-02-16,Carnival Tuesday,Angola,AGO
2021-03-08,Women's Day,Angola,AGO
2021-04-02,Good Friday,Angola,AGO
2021-04-04,Easter Sunday,Angola,AGO
2021-04-05,Peace Day (in lieu),Angola,AGO
2021-05-01,Labour Day,Angola,AGO
2021-09-17,National Heroes' Day,Angola,AGO
2021-11-02,All Souls' Day,Angola,AGO
2021-11-11,Independence Day,Angola,AGO
2021-12-25,Christmas Day and Family Day,Angola,AGO
2022-01-01,New Year's Day,Angola,AGO
2022-02-04,Liberation Day,Angola,AGO
2022-03-01,Carnival Tuesday,Angola,AGO
2022-03-08,Women's Day (in lieu),Angola,AGO
2022-04-04,Peace Day,Angola,AGO
2022-04-15,Good Friday,Angola,AGO
2022-04-17,Easter Sunday,Angola,AGO
2022-05-01,Labour Day,Angola,AGO
2022-09-17,National Heroes' Day,Angola,AGO
2022-11-02,All Souls' Day,Angola,AGO
2022-11-11,Independence Day,Angola,AGO
2022-12-25,Christmas Day and Family Day,Angola,AGO
2018-01-01,New Year's Day,Anguilla,AIA
2018-03-02,James Ronald Webster Day,Anguilla,AIA
2018-03-30,Good Friday,Anguilla,AIA
2018-04-02,Easter Monday,Anguilla,AIA
2018-05-01,Labour Day,Anguilla,AIA
2018-05-21,Whit Monday,Anguilla,AIA
2018-05-30,Anguilla Day,Anguilla,AIA
2018-06-11,Celebration of the Birthday of Her Majesty the Queen,Anguilla,AIA
2018-08-06,August Monday,Anguilla,AIA
2018-08-09,August Thursday,Anguilla,AIA
2018-08-10,Constitution Day,Anguilla,AIA
2018-12-19,National Heroes and Heroines Day,Anguilla,AIA
2018-12-25,Christmas Day,Anguilla,AIA
2018-12-26,Boxing Day,Anguilla,AIA
2019-01-01,New Year's Day,Anguilla,AIA
2019-03-04,James Ronald Webster Day (in lieu),Anguilla,AIA
2019-04-19,Good Friday,Anguilla,AIA
2019-04-22,Easter Monday,Anguilla,AIA
2019-05-01,Labour Day,Anguilla,AIA
2019-05-30,Anguilla Day,Anguilla,AIA
2019-06-10,Whit Monday,Anguilla,AIA
2019-06-17,Celebration of the Birthday of Her Majesty the Queen,Anguilla,AIA
2019-08-05,August Monday,Anguilla,AIA
2019-08-08,August Thursday,Anguilla,AIA
2019-08-09,Constitution Day,Anguilla,AIA
2019-12-19,National Heroes and Heroines Day,Anguilla,AIA
2019-12-25,Christmas Day,Anguilla,AIA
2019-12-26,Boxing Day,Anguilla,AIA
2020-01-01,New Year's Day,Anguilla,AIA
2020-03-02,James Ronald Webster Day,Anguilla,AIA
2020-04-10,Good Friday,Anguilla,AIA
2020-04-13,Easter Monday,Anguilla,AIA
2020-05-01,Labour Day,Anguilla,AIA
2020-05-30,Anguilla Day,Anguilla,AIA
2020-06-01,Whit Monday,Anguilla,AIA
2020-06-01,Anguilla Day,Anguilla,AIA
2020-06-15,Celebration of the Birthday of Her Majesty the Queen,Anguilla,AIA
2020-08-03,August Monday,Anguilla,AIA
2020-08-06,August Thursday,Anguilla,AIA
2020-08-07,Constitution Day,Anguilla,AIA
2020-12-19,National Heroes and Heroines Day,Anguilla,AIA
2020-12-25,Christmas Day,Anguilla,AIA
2020-12-26,Boxing Day,Anguilla,AIA
2020-12-28,Boxing Day (in lieu),Anguilla,AIA
2021-01-01,New Year's Day,Anguilla,AIA
2021-03-02,James Ronald Webster Day,Anguilla,AIA
2021-04-02,Good Friday,Anguilla,AIA
2021-04-05,Easter Monday,Anguilla,AIA
2021-05-03,Labour Day (in lieu),Anguilla,AIA
2021-05-24,Whit Monday,Anguilla,AIA
2021-05-31,Anguilla Day (in lieu),Anguilla,AIA
2021-06-14,Celebration of the Birthday of Her Majesty the Queen,Anguilla,AIA
2021-08-02,August Monday,Anguilla,AIA
2021-08-05,August Thursday,Anguilla,AIA
2021-08-06,Constitution Day,Anguilla,AIA
2021-12-19,National Heroes and Heroines Day,Anguilla,AIA
2021-12-25,Christmas Day,Anguilla,AIA
2021-12-26,Boxing Day,Anguilla,AIA
2021-12-27,Christmas Day (in lieu),Anguilla,AIA
2021-12-28,Boxing Day (in lieu),Anguilla,AIA
2022-01-01,New Year's Day,Anguilla,AIA
2022-03-02,James Ronald Webster Day,Anguilla,AIA
2022-04-15,Good Friday,Anguilla,AIA
2022-04-18,Easter Monday,Anguilla,AIA
2022-05-01,Labour Day,Anguilla,AIA
2022-05-02,Labour Day (in lieu),Anguilla,AIA
2022-05-30,Anguilla Day,Anguilla,AIA
2022-06-06,Whit Monday,Anguilla,AIA
2022-06-13,Celebration of the Birthday of Her Majesty the Queen,Anguilla,AIA
2022-08-01,August Monday,Anguilla,AIA
2022-08-04,August Thursday,Anguilla,AIA
2022-08-05,Constitution Day,Anguilla,AIA
2022-12-19,National Heroes and Heroines Day,Anguilla,AIA
2022-12-25,Christmas Day,Anguilla,AIA
2022-12-26,Boxing Day,Anguilla,AIA
2022-12-27,Christmas Day (in lieu),Anguilla,AIA
