date,holiday,country,iso
2018-05-01,Labour Day,Lebanon,LBN
2018-05-25,Resistance and Liberation Day,Lebanon,LBN
2018-06-15,Eid Al-Fitr,Lebanon,LBN
2018-06-16,Eid Al-Fitr Holiday,Lebanon,LBN
2018-08-15,Assumption Day,Lebanon,LBN
2018-08-21,Eid Al Adha,Lebanon,LBN
2018-08-22,Eid Al-Adha Holiday,Lebanon,LBN
2018-09-11,Awal Muharram,Lebanon,LBN
2018-09-20,Ashoura,Lebanon,LBN
2018-11-20,Birthday of Prophet Muhammed,Lebanon,LBN
2018-11-22,Independence Day,Lebanon,LBN
2018-12-25,Christmas Day,Lebanon,LBN
2019-01-01,New Year's Day,Lebanon,LBN
2019-01-06,Armenian Orthodox Christmas Day,Lebanon,LBN
2019-02-09,St. Maroun Day,Lebanon,LBN
2019-02-14,Rafik Hariri Memorial Day,Lebanon,LBN
2019-03-25,Feast of the Annunciation,Lebanon,LBN
2019-04-19,Good Friday (Western Church),Lebanon,LBN
2019-04-21,Easter Sunday,Lebanon,LBN
2019-04-26,Good Friday (Eastern Church),Lebanon,LBN
2019-04-28,Orthodox Easter Day,Lebanon,LBN
2019-05-01,Labour Day,Lebanon,LBN
2019-05-16,National Holiday,Lebanon,LBN
2019-05-25,Resistance and Liberation Day,Lebanon,LBN
2019-06-05,Eid Al-Fitr,Lebanon,LBN
2019-08-12,Eid Al Adha,Lebanon,LBN
2019-08-15,Assumption Day,Lebanon,LBN
2019-09-01,Hijri New Year,Lebanon,LBN
2019-09-10,Ashoura,Lebanon,LBN
2019-11-10,Birthday of Prophet Muhammed,Lebanon,LBN
2019-11-22,Independence Day,Lebanon,LBN
2019-12-25,Christmas Day,Lebanon,LBN
2020-01-01,New Year's Day,Lebanon,LBN
2020-01-06,Armenian Orthodox Christmas Day,Lebanon,LBN
2020-02-09,St. Maroun Day,Lebanon,LBN
2020-02-14,Rafik Hariri Memorial Day,Lebanon,LBN
2020-03-25,Feast of the Annunciation,Lebanon,LBN
2020-04-10,Good Friday (Western Church),Lebanon,LBN
2020-04-12,Easter Sunday,Lebanon,LBN
2020-04-13,Easter Monday,Lebanon,LBN
2020-04-17,Good Friday (Eastern Church),Lebanon,LBN
2020-04-19,Orthodox Easter Day,Lebanon,LBN
2020-04-20,Orthodox Easter Monday,Lebanon,LBN
2020-05-01,Labour Day,Lebanon,LBN
2020-05-24,Eid Al-Fitr,Lebanon,LBN
2020-05-25,Resistance and Liberation Day,Lebanon,LBN
2020-07-31,Eid Al Adha,Lebanon,LBN
2020-08-01,Eid Al Adha,Lebanon,LBN
2020-08-15,Assumption Day,Lebanon,LBN
2020-08-20,Awal Muharram,Lebanon,LBN
2020-08-29,Ashoura,Lebanon,LBN
2020-10-29,Birthday of Prophet Muhammed,Lebanon,LBN
2020-11-22,Independence Day,Lebanon,LBN
2020-12-25,Christmas Day,Lebanon,LBN
2021-01-01,New Year's Day,Lebanon,LBN
2021-01-06,Armenian Orthodox Christmas Day,Lebanon,LBN
2021-02-09,St. Maroun Day,Lebanon,LBN
2021-02-14,Rafik Hariri Memorial Day,Lebanon,LBN
2021-03-25,Feast of the Annunciation,Lebanon,LBN
2021-04-02,Good Friday (Western Church),Lebanon,LBN
2021-04-04,Easter Sunday,Lebanon,LBN
2021-04-30,Good Friday (Eastern Church),Lebanon,LBN
2021-05-01,Labour Day,Lebanon,LBN
2021-05-02,Orthodox Easter Day,Lebanon,LBN
2021-05-13,Eid Al-Fitr,Lebanon,LBN
2021-05-25,Resistance and Liberation Day,Lebanon,LBN
2021-07-20,Eid Al Adha,Lebanon,LBN
2021-08-10,Hijri New Year,Lebanon,LBN
2021-08-15,Assumption Day,Lebanon,LBN
2021-08-19,Ashoura,Lebanon,LBN
2021-10-19,Birthday of Prophet Muhammed,Lebanon,LBN
2021-11-22,Independence Day,Lebanon,LBN
2021-12-25,Christmas Day,Lebanon,LBN
2022-01-01,New Year's Day,Lebanon,LBN
2022-01-06,Armenian Orthodox Christmas Day,Lebanon,LBN
2022-02-09,St. Maroun Day,Lebanon,LBN
2022-02-14,Rafik Hariri Memorial Day,Lebanon,LBN
2022-03-25,Feast of the Annunciation,Lebanon,LBN
2022-04-15,Good Friday (Western Church),Lebanon,LBN
2022-04-17,Easter Sunday,Lebanon,LBN
2022-04-18,Easter Monday,Lebanon,LBN
2022-04-22,Good Friday (Eastern Church),Lebanon,LBN
2022-04-24,Orthodox Easter Day,Lebanon,LBN
2022-04-25,Orthodox Easter Monday,Lebanon,LBN
2022-05-01,Labour Day,Lebanon,LBN
2022-05-03,Eid Al-Fitr,Lebanon,LBN
2022-05-25,Resistance and Liberation Day,Lebanon,LBN
2022-07-10,Eid Al Adha,Lebanon,LBN
2022-07-11,Eid Al Adha,Lebanon,LBN
2022-07-31,Awal Muharram,Lebanon,LBN
2022-08-08,Ashoura,Lebanon,LBN
2022-08-15,Assumption Day,Lebanon,LBN
2022-10-09,Birthday of Prophet Muhammed,Lebanon,LBN
2022-11-22,Independence Day,Lebanon,LBN
2022-12-25,Christmas Day,Lebanon,LBN
2018-01-01,New Year's Day,Lesotho,LSO
2018-03-11,Moshoeshoe I's Day,Lesotho,LSO
2018-03-30,Good Friday,Lesotho,LSO
2018-04-02,Easter Monday,Lesotho,LSO
2018-05-01,Worker's Day,Lesotho,LSO
2018-05-10,Ascension Day,Lesotho,LSO
2018-05-25,Africa Day,Lesotho,LSO
2018-07-17,King's Birthday,Lesotho,LSO
2018-10-04,Independence Day,Lesotho,LSO
2018-12-25,Christmas Day,Lesotho,LSO
2018-12-26,Boxing Day,Lesotho,LSO
2019-01-01,New Year's Day,Lesotho,LSO
2019-03-11,Moshoeshoe I's Day,Lesotho,LSO
2019-04-19,Good Friday,Lesotho,LSO
2019-04-22,Easter Monday,Lesotho,LSO
2019-05-01,Worker's Day,Lesotho,LSO
2019-05-25,Africa Day,Lesotho,LSO
2019-05-30,Ascension Day,Lesotho,LSO
2019-07-17,King's Birthday,Lesotho,LSO
2019-10-04,Independence Day,Lesotho,LSO
2019-12-25,Christmas Day,Lesotho,LSO
2019-12-26,Boxing Day,Lesotho,LSO
2020-01-01,New Year's Day,Lesotho,LSO
2020-03-11,Moshoeshoe I's Day,Lesotho,LSO
2020-04-10,Good Friday,Lesotho,LSO
2020-04-13,Easter Monday,Lesotho,LSO
2020-05-01,Worker's Day,Lesotho,LSO
2020-05-21,Ascension Day,Lesotho,LSO
2020-05-25,Africa Day,Lesotho,LSO
2020-07-17,King's Birthday,Lesotho,LSO
2020-10-04,Independence Day,Lesotho,LSO
2020-12-25,Christmas Day,Lesotho,LSO
2020-12-26,Boxing Day,Lesotho,LSO
2021-01-01,New Year's Day,Lesotho,LSO
2021-03-11,Moshoeshoe I's Day,Lesotho,LSO
2021-04-02,Good Friday,Lesotho,LSO
2021-04-05,Easter Monday,Lesotho,LSO
2021-05-01,Worker's Day,Lesotho,LSO
2021-05-13,Ascension Day,Lesotho,LSO
2021-05-25,Africa Day,Lesotho,LSO
2021-07-17,King's Birthday,Lesotho,LSO
2021-10-04,Independence Day,Lesotho,LSO
2021-12-25,Christmas Day,Lesotho,LSO
2022-01-01,New Year's Day,Lesotho,LSO
2022-03-11,Moshoeshoe I's Day,Lesotho,LSO
2022-04-15,Good Friday,Lesotho,LSO
2022-04-18,Easter Monday,Lesotho,LSO
2022-05-01,Worker's Day,Lesotho,LSO
2022-05-25,Africa Day,Lesotho,LSO
2022-05-26,Ascension Day,Lesotho,LSO
2022-07-17,King's Birthday,Lesotho,LSO
2022-10-04,Independence Day,Lesotho,LSO
2022-12-25,Christmas Day,Lesotho,LSO
2022-12-26,Boxing Day,Lesotho,LSO
2018-01-01,New Year's Day,Liberia,LBR
2018-02-11,Armed Forces Day,Liberia,LBR
2018-03-14,Decoration Day,Liberia,LBR
2018-03-15,J.J. Roberts' Birthday,Liberia,LBR
2018-04-12,National Redemption Day,Liberia,LBR
2018-04-13,Fast and Prayer Day,Liberia,LBR
2018-05-14,National Unification Day,Liberia,LBR
2018-07-26,Independence Day,Liberia,LBR
2018-08-24,Flag Day,Liberia,LBR
2018-11-01,National Thanksgiving Day,Liberia,LBR
2018-11-29,William Tubman's Birthday,Liberia,LBR
2018-12-25,Christmas Day,Liberia,LBR
2019-01-01,New Year's Day,Liberia,LBR
2019-02-11,Armed Forces Day,Liberia,LBR
2019-03-13,Decoration Day,Liberia,LBR
2019-03-15,J.J. Roberts' Birthday,Liberia,LBR
2019-04-12,Fast and Prayer Day,Liberia,LBR
2019-04-12,National Redemption Day,Liberia,LBR
2019-05-14,National Unification Day,Liberia,LBR
2019-07-26,Independence Day,Liberia,LBR
2019-08-24,Flag Day,Liberia,LBR
2019-11-07,National Thanksgiving Day,Liberia,LBR
2019-11-29,William Tubman's Birthday,Liberia,LBR
2019-12-25,Christmas Day,Liberia,LBR
2020-01-01,New Year's Day,Liberia,LBR
2020-02-11,Armed Forces Day,Liberia,LBR
2020-03-11,Decoration Day,Liberia,LBR
2020-03-15,J.J. Roberts' Birthday,Liberia,LBR
2020-03-16,J.J. Roberts' Birthday (in lieu),Liberia,LBR
2020-04-10,Fast and Prayer Day,Liberia,LBR
2020-04-12,National Redemption Day,Liberia,LBR
2020-05-14,National Unification Day,Liberia,LBR
2020-07-26,Independence Day,Liberia,LBR
2020-07-27,Independence Day (in lieu),Liberia,LBR
2020-08-24,Flag Day,Liberia,LBR
2020-11-05,National Thanksgiving Day,Liberia,LBR
2020-11-29,William Tubman's Birthday,Liberia,LBR
2020-11-30,William Tubman's Birthday (in lieu),Liberia,LBR
2020-12-08,Elections Day,Liberia,LBR
2020-12-25,Christmas Day,Liberia,LBR
2021-01-01,New Year's Day,Liberia,LBR
2021-02-11,Armed Forces Day,Liberia,LBR
2021-03-10,Decoration Day,Liberia,LBR
2021-03-15,J.J. Roberts' Birthday,Liberia,LBR
2021-04-09,Fast and Prayer Day,Liberia,LBR
2021-04-12,National Redemption Day,Liberia,LBR
2021-05-14,National Unification Day,Liberia,LBR
2021-07-26,Independence Day,Liberia,LBR
2021-08-24,Flag Day,Liberia,LBR
2021-11-04,National Thanksgiving Day,Liberia,LBR
2021-11-29,William Tubman's Birthday,Liberia,LBR
2021-12-25,Christmas Day,Liberia,LBR
2022-01-01,New Year's Day,Liberia,LBR
2022-02-11,Armed Forces Day,Liberia,LBR
2022-03-09,Decoration Day,Liberia,LBR
2022-03-15,J.J. Roberts' Birthday,Liberia,LBR
2022-04-08,Fast and Prayer Day,Liberia,LBR
2022-04-12,National Redemption Day,Liberia,LBR
2022-05-14,National Unification Day,Liberia,LBR
2022-07-26,Independence Day,Liberia,LBR
2022-07-27,Independence Day,Liberia,LBR
2022-08-24,Flag Day,Liberia,LBR
2022-11-03,National Thanksgiving Day,Liberia,LBR
2022-11-29,William Tubman's Birthday,Liberia,LBR
2022-12-25,Christmas Day,Liberia,LBR
2022-12-26,Christmas Day (in lieu),Liberia,LBR
2016-02-17,February 17th Revolution,Libya,LBY
2016-05-01,Labour Day,Libya,LBY
2016-07-06,Eid ul-Fitr,Libya,LBY
2016-07-07,Eid ul-Fitr Holiday,Libya,LBY
2016-09-10,Arafat Day,Libya,LBY
2016-09-12,Eid Al-Adha,Libya,LBY
2016-09-12,Eid Al-Adha Holiday,Libya,LBY
2016-09-13,Eid Al-Adha Holiday,Libya,LBY
2016-09-16,Martyrs' Day,Libya,LBY
2016-10-02,Hijri New Year,Libya,LBY
2016-10-23,Liberation Day,Libya,LBY
2016-12-11,Birthday of Prophet Muhammed,Libya,LBY
2016-12-24,Independence Day,Libya,LBY
2017-02-17,February 17th Revolution,Libya,LBY
2017-05-01,Labour Day,Libya,LBY
2017-06-25,Eid ul-Fitr,Libya,LBY
2017-06-26,Eid ul-Fitr Holiday,Libya,LBY
2017-08-31,Arafat Day,Libya,LBY
2017-09-01,Eid Al-Adha,Libya,LBY
2017-09-02,Eid Al-Adha Holiday,Libya,LBY
2017-09-03,Eid Al-Adha Holiday,Libya,LBY
2017-09-16,Martyrs' Day,Libya,LBY
2017-09-21,Hijri New Year,Libya,LBY
2017-10-23,Liberation Day,Libya,LBY
2017-11-30,Birthday of Prophet Muhammad,Libya,LBY
2017-12-24,Independence Day,Libya,LBY
2018-02-17,February 17th Revolution,Libya,LBY
2018-05-01,Labour Day,Libya,LBY
2018-06-15,Eid ul-Fitr Holiday,Libya,LBY
2018-06-16,Eid ul-Fitr Holiday,Libya,LBY
2018-08-20,Arafat Day,Libya,LBY
2018-08-21,Eid Al-Adha,Libya,LBY
2018-08-22,Eid Al-Adha Holiday,Libya,LBY
2018-08-23,Eid Al-Adha Holiday,Libya,LBY
2018-09-11,Hijri New Year,Libya,LBY
2018-09-16,Martyrs' Day,Libya,LBY
2018-10-23,Liberation Day,Libya,LBY
2018-11-20,Birthday of Prophet Muhammed,Libya,LBY
2018-12-24,Independence Day,Libya,LBY
2019-02-17,February 17th Revolution,Libya,LBY
2019-05-01,Labour Day,Libya,LBY
2019-06-05,Eid al-Fitr,Libya,LBY
2019-06-06,Eid al-Fitr Holiday,Libya,LBY
2019-08-10,Arafat Day,Libya,LBY
2019-08-11,Eid Al-Adha,Libya,LBY
2019-08-12,Eid Al-Adha Holiday,Libya,LBY
2019-08-13,Eid Al-Adha Holiday,Libya,LBY
2019-09-01,Hijri New Year,Libya,LBY
2019-09-16,Martyrs' Day,Libya,LBY
2019-10-23,Liberation Day,Libya,LBY
2019-11-10,Birthday of Prophet Muhammed,Libya,LBY
2019-12-24,Independence Day,Libya,LBY
2020-02-17,February 17th Revolution,Libya,LBY
2020-05-01,Labour Day,Libya,LBY
2020-05-24,Eid al-Fitr,Libya,LBY
2020-05-25,Eid al-Fitr Holiday,Libya,LBY
2020-07-30,Arafat Day,Libya,LBY
2020-07-31,Eid Al-Adha,Libya,LBY
2020-08-01,Eid Al-Adha Holiday,Libya,LBY
2020-08-02,Eid Al-Adha Holiday,Libya,LBY
2020-08-20,Hijri New Year,Libya,LBY
2020-09-16,Martyrs' Day,Libya,LBY
2020-10-23,Liberation Day,Libya,LBY
2020-10-29,Birthday of Prophet Muhammed,Libya,LBY
2020-12-24,Independence Day,Libya,LBY
2021-02-17,February 17th Revolution,Libya,LBY
2021-05-01,Labour Day,Libya,LBY
2021-05-13,Eid al-Fitr,Libya,LBY
2021-05-14,Eid al-Fitr Holiday,Libya,LBY
2021-07-20,Eid Al-Adha,Libya,LBY
2021-07-21,Eid Al-Adha Holiday,Libya,LBY
2021-07-22,Eid Al-Adha Holiday,Libya,LBY
2021-08-10,Hijri New Year,Libya,LBY
2021-09-16,Martyrs' Day,Libya,LBY
2021-10-19,Birthday of Prophet Muhammed,Libya,LBY
2021-10-23,Liberation Day,Libya,LBY
2021-12-24,Independence Day,Libya,LBY
2022-02-17,February 17th Revolution,Libya,LBY
2022-05-01,Labour Day,Libya,LBY
2022-05-03,Eid al-Fitr,Libya,LBY
2022-05-04,Eid al-Fitr Holiday,Libya,LBY
2022-07-09,Arafat Day,Libya,LBY
2022-07-10,Eid Al-Adha,Libya,LBY
2022-07-11,Eid Al-Adha Holiday,Libya,LBY
2022-07-12,Eid Al-Adha Holiday,Libya,LBY
2022-07-31,Hijri New Year,Libya,LBY
2022-09-16,Martyrs' Day,Libya,LBY
2022-10-09,Birthday of Prophet Muhammed,Libya,LBY
2022-10-23,Liberation Day,Libya,LBY
2022-12-24,Independence Day,Libya,LBY
2017-01-01,New Year's Day,Liechtenstein,LIE
2017-01-02,Berchtolds Day,Liechtenstein,LIE
2017-01-06,Three King's Day,Liechtenstein,LIE
2017-02-02,Candlemas,Liechtenstein,LIE
2017-02-28,Carnival,Liechtenstein,LIE
2017-03-19,St. Joseph's Day,Liechtenstein,LIE
2017-04-14,Good Friday,Liechtenstein,LIE
2017-04-16,Easter,Liechtenstein,LIE
2017-04-17,Easter Monday,Liechtenstein,LIE
2017-05-01,Labour Day,Liechtenstein,LIE
2017-05-25,Ascension Day,Liechtenstein,LIE
2017-06-04,Whitsunday,Liechtenstein,LIE
2017-06-05,Whit Monday,Liechtenstein,LIE
2017-06-15,Corpus Christi,Liechtenstein,LIE
2017-08-15,National Day,Liechtenstein,LIE
2017-09-08,Nativity of Our Lady,Liechtenstein,LIE
2017-11-01,All Saints' Day,Liechtenstein,LIE
2017-12-08,Immaculate Conception Day,Liechtenstein,LIE
2017-12-24,Christmas Eve,Liechtenstein,LIE
2017-12-25,Christmas Day,Liechtenstein,LIE
2017-12-26,St. Stephen's Day,Liechtenstein,LIE
2017-12-31,New Year's Eve,Liechtenstein,LIE
2018-01-01,New Year's Day,Liechtenstein,LIE
2018-01-02,Berchtolds Day,Liechtenstein,LIE
2018-01-06,Three King's Day,Liechtenstein,LIE
2018-02-02,Candlemas,Liechtenstein,LIE
2018-02-13,Carnival,Liechtenstein,LIE
2018-03-19,St. Joseph's Day,Liechtenstein,LIE
2018-03-30,Good Friday,Liechtenstein,LIE
2018-04-01,Easter,Liechtenstein,LIE
2018-04-02,Easter Monday,Liechtenstein,LIE
2018-05-01,Labour Day,Liechtenstein,LIE
2018-05-10,Ascension Day,Liechtenstein,LIE
2018-05-20,Whitsunday,Liechtenstein,LIE
2018-05-21,Whit Monday,Liechtenstein,LIE
2018-05-31,Corpus Christi,Liechtenstein,LIE
2018-08-15,National Day,Liechtenstein,LIE
2018-09-08,Nativity of Our Lady,Liechtenstein,LIE
2018-11-01,All Saints' Day,Liechtenstein,LIE
2018-12-08,Immaculate Conception Day,Liechtenstein,LIE
2018-12-24,Christmas Eve,Liechtenstein,LIE
2018-12-25,Christmas Day,Liechtenstein,LIE
2018-12-26,St. Stephen's Day,Liechtenstein,LIE
2018-12-31,New Year's Eve,Liechtenstein,LIE
2019-01-01,New Year's Day,Liechtenstein,LIE
2019-01-02,Berchtolds Day,Liechtenstein,LIE
2019-01-06,Three King's Day,Liechtenstein,LIE
2019-02-02,Candlemas,Liechtenstein,LIE
2019-03-05,Carnival,Liechtenstein,LIE
2019-03-19,St. Joseph's Day,Liechtenstein,LIE
2019-04-19,Good Friday,Liechtenstein,LIE
2019-04-21,Easter,Liechtenstein,LIE
2019-04-22,Easter Monday,Liechtenstein,LIE
2019-05-01,Labour Day,Liechtenstein,LIE
2019-05-30,Ascension Day,Liechtenstein,LIE
2019-06-09,Whitsunday,Liechtenstein,LIE
2019-06-10,Whit Monday,Liechtenstein,LIE
2019-06-20,Corpus Christi,Liechtenstein,LIE
2019-08-15,National Day,Liechtenstein,LIE
2019-09-08,Nativity of Our Lady,Liechtenstein,LIE
2019-11-01,All Saints' Day,Liechtenstein,LIE
2019-12-08,Immaculate Conception Day,Liechtenstein,LIE
2019-12-24,Christmas Eve,Liechtenstein,LIE
2019-12-25,Christmas Day,Liechtenstein,LIE
2019-12-26,St. Stephen's Day,Liechtenstein,LIE
2019-12-31,New Year's Eve,Liechtenstein,LIE
2020-01-01,New Year's Day,Liechtenstein,LIE
2020-01-02,Berchtolds Day,Liechtenstein,LIE
2020-01-06,Three King's Day,Liechtenstein,LIE
2020-02-02,Candlemas,Liechtenstein,LIE
2020-02-25,Carnival,Liechtenstein,LIE
2020-03-19,St. Joseph's Day,Liechtenstein,LIE
2020-04-10,Good Friday,Liechtenstein,LIE
2020-04-12,Easter,Liechtenstein,LIE
2020-04-13,Easter Monday,Liechtenstein,LIE
2020-05-01,Labour Day,Liechtenstein,LIE
2020-05-21,Ascension Day,Liechtenstein,LIE
2020-05-31,Whitsunday,Liechtenstein,LIE
2020-06-01,Whit Monday,Liechtenstein,LIE
2020-06-11,Corpus Christi,Liechtenstein,LIE
2020-08-15,National Day,Liechtenstein,LIE
2020-09-08,Nativity of Our Lady,Liechtenstein,LIE
2020-11-01,All Saints' Day,Liechtenstein,LIE
2020-12-08,Immaculate Conception Day,Liechtenstein,LIE
2020-12-24,Christmas Eve,Liechtenstein,LIE
2020-12-25,Christmas Day,Liechtenstein,LIE
2020-12-26,St. Stephen's Day,Liechtenstein,LIE
2020-12-31,New Year's Eve,Liechtenstein,LIE
2021-01-01,New Year's Day,Liechtenstein,LIE
2021-01-02,Berchtolds Day,Liechtenstein,LIE
2021-01-06,Three King's Day,Liechtenstein,LIE
2021-02-02,Candlemas,Liechtenstein,LIE
2021-02-16,Carnival,Liechtenstein,LIE
2021-03-19,St. Joseph's Day,Liechtenstein,LIE
2021-04-02,Good Friday,Liechtenstein,LIE
2021-04-04,Easter,Liechtenstein,LIE
2021-04-05,Easter Monday,Liechtenstein,LIE
2021-05-01,Labour Day,Liechtenstein,LIE
2021-05-13,Ascension Day,Liechtenstein,LIE
2021-05-23,Whitsunday,Liechtenstein,LIE
2021-05-24,Whit Monday,Liechtenstein,LIE
2021-06-03,Corpus Christi,Liechtenstein,LIE
2021-08-15,National Day,Liechtenstein,LIE
2021-09-08,Nativity of Our Lady,Liechtenstein,LIE
2021-11-01,All Saints' Day,Liechtenstein,LIE
2021-12-08,Immaculate Conception Day,Liechtenstein,LIE
2021-12-24,Christmas Eve,Liechtenstein,LIE
2021-12-25,Christmas Day,Liechtenstein,LIE
2021-12-26,St. Stephen's Day,Liechtenstein,LIE
2021-12-31,New Year's Eve,Liechtenstein,LIE
2022-01-01,New Year's Day,Liechtenstein,LIE
2022-01-02,Berchtolds Day,Liechtenstein,LIE
2022-01-06,Three King's Day,Liechtenstein,LIE
2022-02-02,Candlemas,Liechtenstein,LIE
2022-03-01,Carnival,Liechtenstein,LIE
2022-03-19,St. Joseph's Day,Liechtenstein,LIE
2022-04-15,Good Friday,Liechtenstein,LIE
2022-04-17,Easter,Liechtenstein,LIE
2022-04-18,Easter Monday,Liechtenstein,LIE
2022-05-01,Labour Day,Liechtenstein,LIE
2022-05-26,Ascension Day,Liechtenstein,LIE
2022-06-05,Whitsunday,Liechtenstein,LIE
2022-06-06,Whit Monday,Liechtenstein,LIE
2022-06-16,Corpus Christi,Liechtenstein,LIE
2022-08-15,National Day,Liechtenstein,LIE
2022-09-08,Nativity of Our Lady,Liechtenstein,LIE
2022-11-01,All Saints' Day,Liechtenstein,LIE
2022-12-08,Immaculate Conception Day,Liechtenstein,LIE
2022-12-24,Christmas Eve,Liechtenstein,LIE
2022-12-25,Christmas Day,Liechtenstein,LIE
2022-12-26,St. Stephen's Day,Liechtenstein,LIE
2022-12-31,New Year's Eve,Liechtenstein,LIE
2016-01-01,New Year's Day,Lithuania,LTU
2016-02-16,Restoration of the State Day,Lithuania,LTU
2016-03-11,Restoration of Independence Day,Lithuania,LTU
2016-03-28,Easter Monday,Lithuania,LTU
2016-05-01,Labour Day,Lithuania,LTU
2016-05-01,Mother's Day,Lithuania,LTU
2016-06-05,Father's Day,Lithuania,LTU
2016-06-24,St. John's Day,Lithuania,LTU
2016-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2016-08-15,Assumption Day,Lithuania,LTU
2016-11-01,All Saints' Day,Lithuania,LTU
2016-12-24,Christmas Eve,Lithuania,LTU
2016-12-25,Christmas Day,Lithuania,LTU
2016-12-26,Second day of Christmas,Lithuania,LTU
2017-01-01,New Year's Day,Lithuania,LTU
2017-02-16,Restoration of the State Day,Lithuania,LTU
2017-03-11,Restoration of Independence Day,Lithuania,LTU
2017-04-17,Easter Monday,Lithuania,LTU
2017-05-01,Labour Day,Lithuania,LTU
2017-05-07,Mother's Day,Lithuania,LTU
2017-06-04,Father's Day,Lithuania,LTU
2017-06-24,St. John's Day,Lithuania,LTU
2017-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2017-08-15,Assumption Day,Lithuania,LTU
2017-11-01,All Saints' Day,Lithuania,LTU
2017-12-24,Christmas Eve,Lithuania,LTU
2017-12-25,Christmas Day,Lithuania,LTU
2017-12-26,Second day of Christmas,Lithuania,LTU
2018-01-01,New Year's Day,Lithuania,LTU
2018-02-16,Restoration of the State Day,Lithuania,LTU
2018-03-11,Restoration of Independence Day,Lithuania,LTU
2018-04-02,Easter Monday,Lithuania,LTU
2018-05-01,Labour Day,Lithuania,LTU
2018-05-06,Mother's Day,Lithuania,LTU
2018-06-03,Father's Day,Lithuania,LTU
2018-06-24,St. John's Day,Lithuania,LTU
2018-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2018-08-15,Assumption Day,Lithuania,LTU
2018-11-01,All Saints' Day,Lithuania,LTU
2018-12-24,Christmas Eve,Lithuania,LTU
2018-12-25,Christmas Day,Lithuania,LTU
2018-12-26,Second day of Christmas,Lithuania,LTU
2019-01-01,New Year's Day,Lithuania,LTU
2019-02-16,Restoration of the State Day,Lithuania,LTU
2019-03-11,Restoration of Independence Day,Lithuania,LTU
2019-04-21,Easter Sunday,Lithuania,LTU
2019-04-22,Easter Monday,Lithuania,LTU
2019-05-01,Labour Day,Lithuania,LTU
2019-05-05,Mother's Day,Lithuania,LTU
2019-06-02,Father's Day,Lithuania,LTU
2019-06-24,St. John's Day,Lithuania,LTU
2019-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2019-08-15,Assumption Day,Lithuania,LTU
2019-11-01,All Saints' Day,Lithuania,LTU
2019-12-24,Christmas Eve,Lithuania,LTU
2019-12-25,Christmas Day,Lithuania,LTU
2019-12-26,Second day of Christmas,Lithuania,LTU
2020-01-01,New Year's Day,Lithuania,LTU
2020-02-16,Restoration of the State Day,Lithuania,LTU
2020-03-11,Restoration of Independence Day,Lithuania,LTU
2020-04-12,Easter Sunday,Lithuania,LTU
2020-04-13,Easter Monday,Lithuania,LTU
2020-05-01,Labour Day,Lithuania,LTU
2020-05-03,Mother's Day,Lithuania,LTU
2020-06-07,Father's Day,Lithuania,LTU
2020-06-24,St. John's Day,Lithuania,LTU
2020-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2020-08-15,Assumption Day,Lithuania,LTU
2020-11-01,All Saints' Day,Lithuania,LTU
2020-11-02,All Souls' Day,Lithuania,LTU
2020-12-24,Christmas Eve,Lithuania,LTU
2020-12-25,Christmas Day,Lithuania,LTU
2020-12-26,Second day of Christmas,Lithuania,LTU
2021-01-01,New Year's Day,Lithuania,LTU
2021-02-16,Restoration of the State Day,Lithuania,LTU
2021-03-11,Restoration of Independence Day,Lithuania,LTU
2021-04-04,Easter Sunday,Lithuania,LTU
2021-04-05,Easter Monday,Lithuania,LTU
2021-05-01,Labour Day,Lithuania,LTU
2021-05-02,Mother's Day,Lithuania,LTU
2021-06-06,Father's Day,Lithuania,LTU
2021-06-24,St. John's Day,Lithuania,LTU
2021-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2021-08-15,Assumption Day,Lithuania,LTU
2021-11-01,All Saints' Day,Lithuania,LTU
2021-11-02,All Souls' Day,Lithuania,LTU
2021-12-24,Christmas Eve,Lithuania,LTU
2021-12-25,Christmas Day,Lithuania,LTU
2021-12-26,Second day of Christmas,Lithuania,LTU
2022-01-01,New Year's Day,Lithuania,LTU
2022-02-16,Restoration of the State Day,Lithuania,LTU
2022-03-11,Restoration of Independence Day,Lithuania,LTU
2022-04-17,Easter Sunday,Lithuania,LTU
2022-04-18,Easter Monday,Lithuania,LTU
2022-05-01,Labour Day,Lithuania,LTU
2022-05-01,Mother's Day,Lithuania,LTU
2022-06-05,Father's Day,Lithuania,LTU
2022-06-24,St. John's Day,Lithuania,LTU
2022-07-06,Anniversary of the Coronation of King Mindaugas,Lithuania,LTU
2022-08-15,Assumption Day,Lithuania,LTU
2022-11-01,All Saints' Day,Lithuania,LTU
2022-11-02,All Souls' Day,Lithuania,LTU
2022-12-24,Christmas Eve,Lithuania,LTU
2022-12-25,Christmas Day,Lithuania,LTU
2022-12-26,Second day of Christmas,Lithuania,LTU
2016-01-01,New Year's Day,Luxembourg,LUX
2016-03-25,Good Friday,Luxembourg,LUX
